gameID,homeTeam,awayTeam,ref1,ref2,offendingTeam,penaltyType,penaltySeverity,penaltyMinutes,penaltyOn,drewBy,drawnByTeam
2021020001,Tampa Bay Lightning,Pittsburgh Penguins,2265,2458,Pittsburgh Penguins,Tripping,Minor,2,8478046,8473986,Tampa Bay Lightning
2021020001,Tampa Bay Lightning,Pittsburgh Penguins,2265,2458,Tampa Bay Lightning,Too many men on the ice,Bench Minor,2,8474034,,
2021020002,Vegas Golden Knights,Seattle Kraken,2462,4621,Vegas Golden Knights,Tripping,Minor,2,8474565,8475768,Seattle Kraken
2021020002,Vegas Golden Knights,Seattle Kraken,2462,4621,Seattle Kraken,Tripping,Minor,2,8476467,8475191,Vegas Golden Knights
2021020002,Vegas Golden Knights,Seattle Kraken,2462,4621,Seattle Kraken,Holding,Minor,2,8475768,8476905,Vegas Golden Knights
2021020002,Vegas Golden Knights,Seattle Kraken,2462,4621,Seattle Kraken,Too many men on the ice,Bench Minor,2,8475149,,
2021020002,Vegas Golden Knights,Seattle Kraken,2462,4621,Vegas Golden Knights,Holding,Minor,2,8480727,8479414,Seattle Kraken
2021020002,Vegas Golden Knights,Seattle Kraken,2462,4621,Vegas Golden Knights,Roughing,Minor,2,8476905,8476457,Seattle Kraken
2021020002,Vegas Golden Knights,Seattle Kraken,2462,4621,Seattle Kraken,Interference,Minor,2,8476457,8476905,Vegas Golden Knights
2021020002,Vegas Golden Knights,Seattle Kraken,2462,4621,Vegas Golden Knights,Tripping,Minor,2,8475913,8477955,Seattle Kraken
2021020003,Toronto Maple Leafs,Montreal Canadians,4691,2457,Montreal Canadians,Hooking,Minor,2,8475279,8475166,Toronto Maple Leafs
2021020003,Toronto Maple Leafs,Montreal Canadians,4691,2457,Montreal Canadians,Interference,Minor,2,8481014,8478047,Toronto Maple Leafs
2021020003,Toronto Maple Leafs,Montreal Canadians,4691,2457,Toronto Maple Leafs,Hooking,Minor,2,8475166,8477989,Montreal Canadians
2021020003,Toronto Maple Leafs,Montreal Canadians,4691,2457,Toronto Maple Leafs,Tripping,Minor,2,8469455,8475848,Montreal Canadians
2021020003,Toronto Maple Leafs,Montreal Canadians,4691,2457,Toronto Maple Leafs,Tripping,Minor,2,8478483,8475227,Montreal Canadians
2021020003,Toronto Maple Leafs,Montreal Canadians,4691,2457,Toronto Maple Leafs,Tripping,Minor,2,8477939,8476981,Montreal Canadians
2021020003,Toronto Maple Leafs,Montreal Canadians,4691,2457,Montreal Canadians,Roughing,Minor,2,8476981,8478115,Toronto Maple Leafs
2021020004,Washington Capitals,New York Rangers,2332,2294,Washington Capitals,Roughing,Minor,2,8477845,8478104,New York Rangers
2021020004,Washington Capitals,New York Rangers,2332,2294,New York Rangers,Roughing,Minor,2,8478104,8477845,Washington Capitals
2021020004,Washington Capitals,New York Rangers,2332,2294,New York Rangers,Roughing,Minor,2,8478104,8477845,Washington Capitals
2021020004,Washington Capitals,New York Rangers,2332,2294,Washington Capitals,Roughing,Minor,2,8477845,8478104,New York Rangers
2021020004,Washington Capitals,New York Rangers,2332,2294,Washington Capitals,Hi-sticking,Minor,2,8482148,8480078,New York Rangers
2021020004,Washington Capitals,New York Rangers,2332,2294,New York Rangers,Slashing,Minor,2,8475747,8475343,Washington Capitals
2021020004,Washington Capitals,New York Rangers,2332,2294,New York Rangers,Slashing,Minor,2,8475184,8474590,Washington Capitals
2021020004,Washington Capitals,New York Rangers,2332,2294,Washington Capitals,Tripping,Minor,2,8474189,8476885,New York Rangers
2021020004,Washington Capitals,New York Rangers,2332,2294,New York Rangers,Tripping,Minor,2,8482109,8477903,Washington Capitals
2021020004,Washington Capitals,New York Rangers,2332,2294,Washington Capitals,Tripping,Minor,2,8476880,8478104,New York Rangers
2021020004,Washington Capitals,New York Rangers,2332,2294,New York Rangers,Holding,Minor,2,8476885,8476880,Washington Capitals
2021020004,Washington Capitals,New York Rangers,2332,2294,New York Rangers,Cross checking,Minor,2,8478104,8474602,Washington Capitals
2021020004,Washington Capitals,New York Rangers,2332,2294,New York Rangers,Holding,Minor,2,8479324,8471698,Washington Capitals
2021020004,Washington Capitals,New York Rangers,2332,2294,Washington Capitals,Tripping,Minor,2,8474189,8475797,New York Rangers
2021020004,Washington Capitals,New York Rangers,2332,2294,Washington Capitals,Cross checking,Minor,2,8475200,8476885,New York Rangers
2021020004,Washington Capitals,New York Rangers,2332,2294,New York Rangers,Hi-sticking,Minor,2,8476624,8475200,Washington Capitals
2021020004,Washington Capitals,New York Rangers,2332,2294,Washington Capitals,Tripping,Minor,2,8471698,8479323,New York Rangers
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Colorado Avalanche,Hooking,Minor,2,8477456,8479337,Chicago Blackhawks
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Chicago Blackhawks,Too many men on the ice,Bench Minor,2,8474870,,
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Colorado Avalanche,Cross checking,Minor,2,8481186,8479388,Chicago Blackhawks
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Chicago Blackhawks,Roughing,Minor,2,8479388,8481186,Colorado Avalanche
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Colorado Avalanche,Holding,Minor,2,8476455,8477330,Chicago Blackhawks
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Chicago Blackhawks,Hooking,Minor,2,8476473,8479370,Colorado Avalanche
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Colorado Avalanche,Hooking,Minor,2,8477456,8477495,Chicago Blackhawks
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Chicago Blackhawks,Holding,Minor,2,8479542,8480069,Colorado Avalanche
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Chicago Blackhawks,Slashing,Minor,2,8474870,8471677,Colorado Avalanche
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Colorado Avalanche,Roughing,Minor,2,8476455,8474870,Chicago Blackhawks
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Chicago Blackhawks,Roughing,Minor,2,8474870,8476455,Colorado Avalanche
2021020005,Colorado Avalanche,Chicago Blackhawks,6974,4621,Colorado Avalanche,Boarding,Minor,2,8476455,8481523,Chicago Blackhawks
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Edmonton Oilers,Slashing,Minor,2,8480802,8477359,Vancouver Canucks
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Vancouver Canucks,Cross checking,Minor,2,8475171,8478585,Edmonton Oilers
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Edmonton Oilers,Fighting,Major,5,8474098,8474574,Vancouver Canucks
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Vancouver Canucks,Fighting,Major,5,8474574,8474098,Edmonton Oilers
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Edmonton Oilers,Instigator,Minor,2,8474098,8474574,Vancouver Canucks
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Edmonton Oilers,Misconduct,Misconduct,10,8474098,,
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Vancouver Canucks,Too many men on the ice,Bench Minor,2,8478856,,
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Edmonton Oilers,Holding,Minor,2,8475786,8475171,Vancouver Canucks
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Edmonton Oilers,Cross checking,Minor,2,8471729,8476871,Vancouver Canucks
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Edmonton Oilers,Tripping,Minor,2,8475197,8478856,Vancouver Canucks
2021020006,Edmonton Oilers,Vancouver Canucks,2506,6494,Vancouver Canucks,Tripping,Minor,2,8477500,8477934,Edmonton Oilers
2021020007,Buffalo Sabres,Montreal Canadians,2315,2490,Montreal Canadians,Hi-sticking,Minor,2,8476975,8476525,Buffalo Sabres
2021020007,Buffalo Sabres,Montreal Canadians,2315,2490,Buffalo Sabres,Interference,Minor,2,8480839,8475848,Montreal Canadians
2021020007,Buffalo Sabres,Montreal Canadians,2315,2490,Montreal Canadians,Hooking,Minor,2,8475227,8481528,Buffalo Sabres
2021020007,Buffalo Sabres,Montreal Canadians,2315,2490,Buffalo Sabres,Holding,Minor,2,8480035,8473618,Montreal Canadians
2021020007,Buffalo Sabres,Montreal Canadians,2315,2490,Buffalo Sabres,Tripping,Minor,2,8475236,8477989,Montreal Canadians
2021020007,Buffalo Sabres,Montreal Canadians,2315,2490,Montreal Canadians,Hooking,Minor,2,8477494,8481528,Buffalo Sabres
2021020007,Buffalo Sabres,Montreal Canadians,2315,2490,Montreal Canadians,Too many men on the ice,Bench Minor,2,8476981,,
2021020007,Buffalo Sabres,Montreal Canadians,2315,2490,Montreal Canadians,Hooking,Minor,2,8475279,8475784,Buffalo Sabres
2021020007,Buffalo Sabres,Montreal Canadians,2315,2490,Buffalo Sabres,Holding the stick,Minor,2,8477462,8480018,Montreal Canadians
2021020007,Buffalo Sabres,Montreal Canadians,2315,2490,Montreal Canadians,Tripping,Minor,2,8475279,8473449,Buffalo Sabres
2021020008,Ottawa Senators,Toronto Maple Leafs,4600,7405,Ottawa Senators,Hooking,Minor,2,8476400,8477939,Toronto Maple Leafs
2021020008,Ottawa Senators,Toronto Maple Leafs,4600,7405,Toronto Maple Leafs,Slashing,Minor,2,8474190,8478469,Ottawa Senators
2021020008,Ottawa Senators,Toronto Maple Leafs,4600,7405,Ottawa Senators,Hooking,Minor,2,8482245,8478115,Toronto Maple Leafs
2021020008,Ottawa Senators,Toronto Maple Leafs,4600,7405,Toronto Maple Leafs,Cross checking,Minor,2,8474162,8480208,Ottawa Senators
2021020008,Ottawa Senators,Toronto Maple Leafs,4600,7405,Ottawa Senators,Holding,Minor,2,8479458,8480144,Toronto Maple Leafs
2021020008,Ottawa Senators,Toronto Maple Leafs,4600,7405,Ottawa Senators,Cross checking,Minor,2,8477384,8475166,Toronto Maple Leafs
2021020008,Ottawa Senators,Toronto Maple Leafs,4600,7405,Toronto Maple Leafs,Hooking,Minor,2,8478115,8477015,Ottawa Senators
2021020008,Ottawa Senators,Toronto Maple Leafs,4600,7405,Ottawa Senators,Holding,Minor,2,8476919,8478047,Toronto Maple Leafs
2021020008,Ottawa Senators,Toronto Maple Leafs,4600,7405,Toronto Maple Leafs,Hooking,Minor,2,8475166,8477015,Ottawa Senators
2021020009,Detroit Red Wings,Tampa Bay Lightning,2457,2308,Tampa Bay Lightning,Hi stick - double minor,Minor,4,8479390,8475181,Detroit Red Wings
2021020009,Detroit Red Wings,Tampa Bay Lightning,2457,2308,Detroit Red Wings,Hooking,Minor,2,8479379,8474034,Tampa Bay Lightning
2021020009,Detroit Red Wings,Tampa Bay Lightning,2457,2308,Tampa Bay Lightning,Unsportsmanlike conduct,Minor,2,8474034,8479379,Detroit Red Wings
