gameID,homeTeam,awayTeam,ref1,ref2,offendingTeam,penaltyType,penaltySeverity,penaltyMinutes,penaltyOn,drewBy,drawnByTeam
2020020001,Philadelphia Flyers,Pittsburgh Penguins,2332,2265,Philadelphia Flyers,Holding,Minor,2,8476872,8471675,Pittsburgh Penguins
2020020001,Philadelphia Flyers,Pittsburgh Penguins,2332,2265,Pittsburgh Penguins,Slashing,Minor,2,8476879,8474161,Philadelphia Flyers
2020020001,Philadelphia Flyers,Pittsburgh Penguins,2332,2265,Pittsburgh Penguins,Cross checking,Minor,2,8476875,8478439,Philadelphia Flyers
2020020001,Philadelphia Flyers,Pittsburgh Penguins,2332,2265,Philadelphia Flyers,Interference,Minor,2,8474161,8477955,Pittsburgh Penguins
2020020001,Philadelphia Flyers,Pittsburgh Penguins,2332,2265,Philadelphia Flyers,Slashing,Minor,2,8479974,8477404,Pittsburgh Penguins
2020020001,Philadelphia Flyers,Pittsburgh Penguins,2332,2265,Pittsburgh Penguins,Too many men on the ice,Bench Minor,2,8477955,,
2020020002,Tampa Bay Lightning,Chicago Blackhawks,4600,4604,Tampa Bay Lightning,Hooking,Minor,2,8480172,8479337,Chicago Blackhawks
2020020002,Tampa Bay Lightning,Chicago Blackhawks,4600,4604,Chicago Blackhawks,Interference,Minor,2,8475177,8474564,Tampa Bay Lightning
2020020002,Tampa Bay Lightning,Chicago Blackhawks,4600,4604,Tampa Bay Lightning,Interference,Minor,2,8476292,8479337,Chicago Blackhawks
2020020002,Tampa Bay Lightning,Chicago Blackhawks,4600,4604,Chicago Blackhawks,Holding,Minor,2,8480871,8476292,Tampa Bay Lightning
2020020002,Tampa Bay Lightning,Chicago Blackhawks,4600,4604,Chicago Blackhawks,Delaying Game - Puck over glass,Minor,2,8470281,,
2020020002,Tampa Bay Lightning,Chicago Blackhawks,4600,4604,Chicago Blackhawks,Slashing,Minor,2,8470281,8476399,Tampa Bay Lightning
2020020002,Tampa Bay Lightning,Chicago Blackhawks,4600,4604,Tampa Bay Lightning,Holding,Minor,2,8476624,8476473,Chicago Blackhawks
2020020003,Toronto Maple Leafs,Montreal Canadians,4692,2286,Toronto Maple Leafs,Tripping,Minor,2,8474567,8480829,Montreal Canadians
2020020003,Toronto Maple Leafs,Montreal Canadians,4692,2286,Toronto Maple Leafs,Too many men on the ice,Bench Minor,2,8477939,,
2020020003,Toronto Maple Leafs,Montreal Canadians,4692,2286,Toronto Maple Leafs,Holding,Minor,2,8474567,8480829,Montreal Canadians
2020020003,Toronto Maple Leafs,Montreal Canadians,4692,2286,Montreal Canadians,Cross checking,Minor,2,8476967,8477021,Toronto Maple Leafs
2020020003,Toronto Maple Leafs,Montreal Canadians,4692,2286,Toronto Maple Leafs,Fighting,Major,5,8474190,8475279,Montreal Canadians
2020020003,Toronto Maple Leafs,Montreal Canadians,4692,2286,Montreal Canadians,Fighting,Major,5,8475279,8474190,Toronto Maple Leafs
2020020003,Toronto Maple Leafs,Montreal Canadians,4692,2286,Montreal Canadians,Boarding,Minor,2,8476981,8476918,Toronto Maple Leafs
2020020003,Toronto Maple Leafs,Montreal Canadians,4692,2286,Montreal Canadians,Holding,Minor,2,8480018,8481624,Toronto Maple Leafs
2020020003,Toronto Maple Leafs,Montreal Canadians,4692,2286,Montreal Canadians,Delaying Game - Puck over glass,Minor,2,8470642,,
2020020004,Edmonton Oilers,Vancouver Canucks,2308,2303,Edmonton Oilers,Tripping,Minor,2,8479977,8480012,Vancouver Canucks
2020020004,Edmonton Oilers,Vancouver Canucks,2308,2303,Vancouver Canucks,Cross checking,Minor,2,8477937,8479977,Edmonton Oilers
2020020004,Edmonton Oilers,Vancouver Canucks,2308,2303,Vancouver Canucks,Slashing,Minor,2,8474612,8478402,Edmonton Oilers
2020020004,Edmonton Oilers,Vancouver Canucks,2308,2303,Vancouver Canucks,Hooking,Minor,2,8474612,8478402,Edmonton Oilers
2020020004,Edmonton Oilers,Vancouver Canucks,2308,2303,Vancouver Canucks,Cross checking,Minor,2,8471303,8479977,Edmonton Oilers
2020020004,Edmonton Oilers,Vancouver Canucks,2308,2303,Edmonton Oilers,Hooking,Minor,2,8479344,8477353,Vancouver Canucks
2020020005,Colorado Avalanche,St. Louis Blues,2506,4646,St. Louis Blues,Hooking,Minor,2,8474618,8476438,Colorado Avalanche
2020020005,Colorado Avalanche,St. Louis Blues,2506,4646,St. Louis Blues,Elbowing,Minor,2,8478104,8478038,Colorado Avalanche
2020020005,Colorado Avalanche,St. Louis Blues,2506,4646,Colorado Avalanche,Tripping,Minor,2,8476455,8475098,St. Louis Blues
2020020005,Colorado Avalanche,St. Louis Blues,2506,4646,St. Louis Blues,Closing hand on puck,Minor,2,8474145,,
2020020005,Colorado Avalanche,St. Louis Blues,2506,4646,St. Louis Blues,Holding,Minor,2,8474145,8474685,Colorado Avalanche
2020020005,Colorado Avalanche,St. Louis Blues,2506,4646,Colorado Avalanche,Cross checking,Minor,2,8475172,8477964,St. Louis Blues
2020020006,Buffalo Sabres,Washington Capitals,2459,2292,Washington Capitals,Elbowing,Minor,2,8471698,8477508,Buffalo Sabres
2020020006,Buffalo Sabres,Washington Capitals,2459,2292,Buffalo Sabres,Holding,Minor,2,8480839,8476880,Washington Capitals
2020020006,Buffalo Sabres,Washington Capitals,2459,2292,Washington Capitals,Holding,Minor,2,8475343,8479420,Buffalo Sabres
2020020006,Buffalo Sabres,Washington Capitals,2459,2292,Buffalo Sabres,Cross checking,Minor,2,8476525,8474176,Washington Capitals
2020020006,Buffalo Sabres,Washington Capitals,2459,2292,Washington Capitals,Illegal check to head,Minor,2,8475343,8470595,Buffalo Sabres
2020020006,Buffalo Sabres,Washington Capitals,2459,2292,Buffalo Sabres,Fighting,Major,5,8476931,8475455,Washington Capitals
2020020006,Buffalo Sabres,Washington Capitals,2459,2292,Washington Capitals,Fighting,Major,5,8475455,8476931,Buffalo Sabres
2020020007,New Jersey Devils,Boston Bruins,4650,2450,New Jersey Devils,Slashing,Minor,2,8480003,8479365,Boston Bruins
2020020007,New Jersey Devils,Boston Bruins,4650,2450,Boston Bruins,Slashing,Minor,2,8476891,8481068,New Jersey Devils
2020020007,New Jersey Devils,Boston Bruins,4650,2450,Boston Bruins,Interference,Minor,2,8479325,8481068,New Jersey Devils
2020020007,New Jersey Devils,Boston Bruins,4650,2450,New Jersey Devils,Interference - Goalkeeper,Minor,2,8477425,8471695,Boston Bruins
2020020007,New Jersey Devils,Boston Bruins,4650,2450,Boston Bruins,Tripping,Minor,2,8476374,8481068,New Jersey Devils
2020020007,New Jersey Devils,Boston Bruins,4650,2450,Boston Bruins,Hooking,Minor,2,8479325,8479511,New Jersey Devils
2020020007,New Jersey Devils,Boston Bruins,4650,2450,New Jersey Devils,Too many men on the ice,Bench Minor,2,8477341,,
2020020007,New Jersey Devils,Boston Bruins,4650,2450,New Jersey Devils,Holding,Minor,2,8479511,8476374,Boston Bruins
2020020007,New Jersey Devils,Boston Bruins,4650,2450,Boston Bruins,Hooking,Minor,2,8471276,8471233,New Jersey Devils
2020020007,New Jersey Devils,Boston Bruins,4650,2450,New Jersey Devils,Interference - Goalkeeper,Minor,2,8477425,8471695,Boston Bruins
2020020008,New York Rangers,New York Islanders,2315,2520,New York Rangers,Holding the stick,Minor,2,8471677,8475314,New York Islanders
2020020008,New York Rangers,New York Islanders,2315,2520,New York Islanders,Holding,Minor,2,8474573,8477402,New York Rangers
2020020008,New York Rangers,New York Islanders,2315,2520,New York Rangers,Slashing,Minor,2,8476459,8478463,New York Islanders
