gameID,homeTeam,awayTeam,ref1,ref2,offendingTeam,penaltyType,penaltySeverity,penaltyMinutes,penaltyOn,drewBy,drawnByTeam
2016020001,Ottawa Senators,Toronto Maple Leafs,2332,4600,Ottawa Senators,Fighting,Major,5,8474697,8474709,Toronto Maple Leafs
2016020001,Ottawa Senators,Toronto Maple Leafs,2332,4600,Toronto Maple Leafs,Fighting,Major,5,8474709,8474697,Ottawa Senators
2016020001,Ottawa Senators,Toronto Maple Leafs,2332,4600,Ottawa Senators,Hooking,Minor,2,8474250,8475716,Toronto Maple Leafs
2016020001,Ottawa Senators,Toronto Maple Leafs,2332,4600,Toronto Maple Leafs,Hooking,Minor,2,8477015,8474884,Ottawa Senators
2016020001,Ottawa Senators,Toronto Maple Leafs,2332,4600,Toronto Maple Leafs,Cross checking,Minor,2,8474709,8467493,Ottawa Senators
2016020001,Ottawa Senators,Toronto Maple Leafs,2332,4600,Ottawa Senators,Cross checking,Minor,2,8467493,8474709,Toronto Maple Leafs
2016020001,Ottawa Senators,Toronto Maple Leafs,2332,4600,Ottawa Senators,Interference,Minor,2,8475227,8478483,Toronto Maple Leafs
2016020001,Ottawa Senators,Toronto Maple Leafs,2332,4600,Ottawa Senators,Too many men on the ice,Bench Minor,2,8474884,,
2016020001,Ottawa Senators,Toronto Maple Leafs,2332,4600,Ottawa Senators,Hooking,Minor,2,8470602,8473463,Toronto Maple Leafs
2016020001,Ottawa Senators,Toronto Maple Leafs,2332,4600,Toronto Maple Leafs,Holding,Minor,2,8477939,8476419,Ottawa Senators
2016020002,Chicago Blackhawks,St. Louis Blues,4650,2297,St. Louis Blues,Slashing,Minor,2,8477952,8477845,Chicago Blackhawks
2016020002,Chicago Blackhawks,St. Louis Blues,4650,2297,St. Louis Blues,Holding,Minor,2,8476892,8474141,Chicago Blackhawks
2016020002,Chicago Blackhawks,St. Louis Blues,4650,2297,Chicago Blackhawks,Hooking,Minor,2,8477845,8477952,St. Louis Blues
2016020002,Chicago Blackhawks,St. Louis Blues,4650,2297,Chicago Blackhawks,Slashing,Minor,2,8473604,8476892,St. Louis Blues
2016020002,Chicago Blackhawks,St. Louis Blues,4650,2297,Chicago Blackhawks,Hooking,Minor,2,8473573,8474565,St. Louis Blues
2016020002,Chicago Blackhawks,St. Louis Blues,4650,2297,Chicago Blackhawks,Hi-sticking,Minor,2,8470281,8476892,St. Louis Blues
2016020002,Chicago Blackhawks,St. Louis Blues,4650,2297,Chicago Blackhawks,Boarding,Minor,2,8477845,8477952,St. Louis Blues
2016020002,Chicago Blackhawks,St. Louis Blues,4650,2297,St. Louis Blues,Hi-sticking,Minor,2,8473534,8477845,Chicago Blackhawks
2016020002,Chicago Blackhawks,St. Louis Blues,4650,2297,St. Louis Blues,Roughing,Minor,2,8470803,8470607,Chicago Blackhawks
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Calgary Flames,Boarding,Minor,2,8479314,8471729,Edmonton Oilers
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Edmonton Oilers,Fighting,Major,5,8473473,8468674,Calgary Flames
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Calgary Flames,Fighting,Major,5,8468674,8473473,Edmonton Oilers
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Edmonton Oilers,Boarding,Minor,2,8474034,8470966,Calgary Flames
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Calgary Flames,Holding,Minor,2,8470966,8478402,Edmonton Oilers
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Calgary Flames,Interference,Minor,2,8476462,8476472,Edmonton Oilers
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Edmonton Oilers,Unsportsmanlike conduct,Minor,2,8471678,8477935,Calgary Flames
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Calgary Flames,Roughing,Minor,2,8477935,8471678,Edmonton Oilers
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Calgary Flames,PS - Hooking on breakaway,Penalty Shot,0,8469770,8478402,Edmonton Oilers
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Calgary Flames,Hooking,Minor,2,8476462,8471284,Edmonton Oilers
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Edmonton Oilers,Hooking,Minor,2,8471284,8470162,Calgary Flames
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Calgary Flames,Interference,Minor,2,8469770,8471284,Edmonton Oilers
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Calgary Flames,Tripping,Minor,2,8477935,8477934,Edmonton Oilers
2016020003,Edmonton Oilers,Calgary Flames,2450,2506,Edmonton Oilers,Tripping,Minor,2,8475178,8476346,Calgary Flames
2016020004,San Jose Sharks,Los Angeles Kings,2459,4621,San Jose Sharks,Tripping,Minor,2,8474053,8471685,Los Angeles Kings
2016020004,San Jose Sharks,Los Angeles Kings,2459,4621,Los Angeles Kings,Holding,Minor,2,8470121,8468208,San Jose Sharks
2016020004,San Jose Sharks,Los Angeles Kings,2459,4621,Los Angeles Kings,Interference,Minor,2,8475160,8473673,San Jose Sharks
2016020004,San Jose Sharks,Los Angeles Kings,2459,4621,San Jose Sharks,Roughing,Minor,2,8470794,8471734,Los Angeles Kings
2016020004,San Jose Sharks,Los Angeles Kings,2459,4621,Los Angeles Kings,Roughing,Minor,2,8471734,8470794,San Jose Sharks
2016020004,San Jose Sharks,Los Angeles Kings,2459,4621,Los Angeles Kings,Hooking,Minor,2,8474162,8466138,San Jose Sharks
2016020005,Buffalo Sabres,Montreal Canadians,2315,4604,Buffalo Sabres,Tripping,Minor,2,8470324,8475848,Montreal Canadians
2016020005,Buffalo Sabres,Montreal Canadians,2315,4604,Buffalo Sabres,Roughing,Minor,2,8475220,8476381,Montreal Canadians
2016020005,Buffalo Sabres,Montreal Canadians,2315,4604,Montreal Canadians,Hi-sticking,Minor,2,8477901,8475158,Buffalo Sabres
2016020005,Buffalo Sabres,Montreal Canadians,2315,4604,Montreal Canadians,Roughing,Minor,2,8476470,8475728,Buffalo Sabres
2016020005,Buffalo Sabres,Montreal Canadians,2315,4604,Montreal Canadians,Cross checking,Minor,2,8470642,8476878,Buffalo Sabres
2016020005,Buffalo Sabres,Montreal Canadians,2315,4604,Montreal Canadians,Roughing,Minor,2,8471228,8470324,Buffalo Sabres
2016020005,Buffalo Sabres,Montreal Canadians,2315,4604,Montreal Canadians,Roughing,Minor,2,8471228,8470324,Buffalo Sabres
2016020005,Buffalo Sabres,Montreal Canadians,2315,4604,Buffalo Sabres,Roughing,Minor,2,8470324,8471228,Montreal Canadians
2016020005,Buffalo Sabres,Montreal Canadians,2315,4604,Montreal Canadians,Hooking,Minor,2,8476851,8475158,Buffalo Sabres
2016020005,Buffalo Sabres,Montreal Canadians,2315,4604,Montreal Canadians,Match penalty,Match,10,8476381,8475728,Buffalo Sabres
2016020006,New York Rangers,New York Islanders,2275,4692,New York Islanders,Boarding,Minor,2,8475177,8476918,New York Rangers
2016020006,New York Rangers,New York Islanders,2275,4692,New York Rangers,Interference,Minor,2,8475184,8473504,New York Islanders
2016020006,New York Rangers,New York Islanders,2275,4692,New York Islanders,Tripping,Minor,2,8478463,8476459,New York Rangers
2016020006,New York Rangers,New York Islanders,2275,4692,New York Rangers,Hooking,Minor,2,8477402,8475181,New York Islanders
2016020006,New York Rangers,New York Islanders,2275,4692,New York Rangers,Delaying Game - Puck over glass,Minor,2,8476869,8475314,New York Islanders
2016020006,New York Rangers,New York Islanders,2275,4692,New York Islanders,Cross checking,Minor,2,8474066,8476459,New York Rangers
2016020006,New York Rangers,New York Islanders,2275,4692,New York Islanders,Holding,Minor,2,8475166,8476459,New York Rangers
2016020006,New York Rangers,New York Islanders,2275,4692,New York Islanders,Tripping,Minor,2,8475166,8471958,New York Rangers
2016020007,Pittsburgh Penguins,Washington Capitals,2320,2462,Pittsburgh Penguins,Roughing,Minor,2,8475832,8474651,Washington Capitals
2016020007,Pittsburgh Penguins,Washington Capitals,2320,2462,Pittsburgh Penguins,Fighting,Major,5,8473542,8476880,Washington Capitals
2016020007,Pittsburgh Penguins,Washington Capitals,2320,2462,Washington Capitals,Fighting,Major,5,8476880,8473542,Pittsburgh Penguins
2016020007,Pittsburgh Penguins,Washington Capitals,2320,2462,Pittsburgh Penguins,Hi-sticking,Minor,2,8474602,8474291,Washington Capitals
2016020007,Pittsburgh Penguins,Washington Capitals,2320,2462,Washington Capitals,Too many men on the ice,Bench Minor,2,8471214,,
2016020007,Pittsburgh Penguins,Washington Capitals,2320,2462,Washington Capitals,Roughing,Minor,2,8468508,8471215,Pittsburgh Penguins
2016020007,Pittsburgh Penguins,Washington Capitals,2320,2462,Pittsburgh Penguins,Hooking,Minor,2,8471215,8474189,Washington Capitals
2016020008,Columbus Blue Jackets,Boston Bruins,4691,2457,Boston Bruins,Roughing,Minor,2,8470655,8476981,Columbus Blue Jackets
2016020008,Columbus Blue Jackets,Boston Bruins,4691,2457,Columbus Blue Jackets,Roughing,Minor,2,8476981,8470655,Boston Bruins
2016020008,Columbus Blue Jackets,Boston Bruins,4691,2457,Boston Bruins,Holding,Minor,2,8478512,8471677,Columbus Blue Jackets
2016020008,Columbus Blue Jackets,Boston Bruins,4691,2457,Columbus Blue Jackets,Tripping,Minor,2,8476432,8468639,Boston Bruins
2016020008,Columbus Blue Jackets,Boston Bruins,4691,2457,Columbus Blue Jackets,Tripping,Minor,2,8471273,8473419,Boston Bruins
2016020008,Columbus Blue Jackets,Boston Bruins,4691,2457,Boston Bruins,Hooking,Minor,2,8478046,8471273,Columbus Blue Jackets
2016020008,Columbus Blue Jackets,Boston Bruins,4691,2457,Boston Bruins,Hooking,Minor,2,8478569,8477495,Columbus Blue Jackets
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Tampa Bay Lightning,Holding,Minor,2,8470601,8476822,Detroit Red Wings
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Detroit Red Wings,Interference,Minor,2,8477215,8476453,Tampa Bay Lightning
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Detroit Red Wings,Slashing,Minor,2,8468505,8478010,Tampa Bay Lightning
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Detroit Red Wings,Hooking,Minor,2,8471242,8476480,Tampa Bay Lightning
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Tampa Bay Lightning,Fighting,Major,5,8477205,8474090,Detroit Red Wings
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Detroit Red Wings,Fighting,Major,5,8474090,8477205,Tampa Bay Lightning
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Tampa Bay Lightning,Roughing,Minor,2,8470601,8468505,Detroit Red Wings
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Detroit Red Wings,Unsportsmanlike conduct,Minor,2,8468505,8470601,Tampa Bay Lightning
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Detroit Red Wings,Roughing,Minor,2,8468505,8470601,Tampa Bay Lightning
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Tampa Bay Lightning,Roughing,Minor,2,8470601,8468505,Detroit Red Wings
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Detroit Red Wings,Hooking,Minor,2,8477946,8474564,Tampa Bay Lightning
2016020009,Tampa Bay Lightning,Detroit Red Wings,2123,2265,Detroit Red Wings,Too many men on the ice,Bench Minor,2,8475193,,
