gameID,homeTeam,awayTeam,ref1,ref2,offendingTeam,penaltyType,penaltySeverity,penaltyMinutes,penaltyOn,drewBy,drawnByTeam
2019020001,Toronto Maple Leafs,Ottawa Senators,2506,2303,Ottawa Senators,Tripping,Minor,2,8474589,8479675,Toronto Maple Leafs
2019020001,Toronto Maple Leafs,Ottawa Senators,2506,2303,Ottawa Senators,Tripping,Minor,2,8478400,8477939,Toronto Maple Leafs
2019020001,Toronto Maple Leafs,Ottawa Senators,2506,2303,Ottawa Senators,Interference - Goalkeeper,Minor,2,8477015,8475883,Toronto Maple Leafs
2019020001,Toronto Maple Leafs,Ottawa Senators,2506,2303,Toronto Maple Leafs,Cross checking,Minor,2,8477021,8474697,Ottawa Senators
2019020001,Toronto Maple Leafs,Ottawa Senators,2506,2303,Ottawa Senators,Tripping,Minor,2,8480801,8479318,Toronto Maple Leafs
2019020001,Toronto Maple Leafs,Ottawa Senators,2506,2303,Toronto Maple Leafs,Slashing,Minor,2,8475197,8474697,Ottawa Senators
2019020001,Toronto Maple Leafs,Ottawa Senators,2506,2303,Ottawa Senators,Boarding,Minor,2,8478488,8476406,Toronto Maple Leafs
2019020001,Toronto Maple Leafs,Ottawa Senators,2506,2303,Toronto Maple Leafs,Interference,Minor,2,8478857,8478400,Ottawa Senators
2019020002,St. Louis Blues,Washington Capitals,4600,2520,Washington Capitals,Slashing,Minor,2,8478399,8474565,St. Louis Blues
2019020002,St. Louis Blues,Washington Capitals,4600,2520,St. Louis Blues,Hi-sticking,Minor,2,8474102,8477903,Washington Capitals
2019020002,St. Louis Blues,Washington Capitals,4600,2520,Washington Capitals,Delaying Game - Puck over glass,Minor,2,8480796,,
2019020002,St. Louis Blues,Washington Capitals,4600,2520,St. Louis Blues,Tripping,Minor,2,8475098,8478399,Washington Capitals
2019020002,St. Louis Blues,Washington Capitals,4600,2520,St. Louis Blues,Hi-sticking,Minor,2,8475768,8477944,Washington Capitals
2019020003,Edmonton Oilers,Vancouver Canucks,6818,2286,Vancouver Canucks,Holding,Minor,2,8476468,8478402,Edmonton Oilers
2019020003,Edmonton Oilers,Vancouver Canucks,6818,2286,Edmonton Oilers,Delaying Game - Smothering puck,Minor,2,8477529,,
2019020003,Edmonton Oilers,Vancouver Canucks,6818,2286,Edmonton Oilers,Too many men on the ice,Bench Minor,2,8481638,,
2019020003,Edmonton Oilers,Vancouver Canucks,6818,2286,Vancouver Canucks,Too many men on the ice,Bench Minor,2,8475907,,
2019020003,Edmonton Oilers,Vancouver Canucks,6818,2286,Edmonton Oilers,Slashing,Minor,2,8476988,8478444,Vancouver Canucks
2019020003,Edmonton Oilers,Vancouver Canucks,6818,2286,Edmonton Oilers,Too many men on the ice,Bench Minor,2,8481638,,
2019020004,Vegas Golden Knights,San Jose Sharks,2450,2275,San Jose Sharks,Tripping,Minor,2,8470613,8477478,Vegas Golden Knights
2019020004,Vegas Golden Knights,San Jose Sharks,2450,2275,Vegas Golden Knights,Hooking,Minor,2,8475204,8478414,San Jose Sharks
2019020004,Vegas Golden Knights,San Jose Sharks,2450,2275,San Jose Sharks,Hooking,Minor,2,8478099,8475913,Vegas Golden Knights
2019020004,Vegas Golden Knights,San Jose Sharks,2450,2275,San Jose Sharks,Slashing,Minor,2,8475834,8477478,Vegas Golden Knights
2019020004,Vegas Golden Knights,San Jose Sharks,2450,2275,Vegas Golden Knights,Interference,Minor,2,8471669,8476624,San Jose Sharks
2019020004,Vegas Golden Knights,San Jose Sharks,2450,2275,San Jose Sharks,Slashing,Minor,2,8477922,8474207,Vegas Golden Knights
2019020004,Vegas Golden Knights,San Jose Sharks,2450,2275,Vegas Golden Knights,Roughing,Minor,2,8475188,8478414,San Jose Sharks
2019020004,Vegas Golden Knights,San Jose Sharks,2450,2275,Vegas Golden Knights,Hooking,Minor,2,8477447,8481640,San Jose Sharks
2019020004,Vegas Golden Knights,San Jose Sharks,2450,2275,Vegas Golden Knights,Hi-sticking,Minor,2,8477931,8478099,San Jose Sharks
2019020005,Tampa Bay Lightning,Florida Panthers,2332,4692,Tampa Bay Lightning,Tripping,Minor,2,8479410,8474884,Florida Panthers
2019020005,Tampa Bay Lightning,Florida Panthers,2332,4692,Tampa Bay Lightning,Holding,Minor,2,8479410,8477493,Florida Panthers
2019020005,Tampa Bay Lightning,Florida Panthers,2332,4692,Florida Panthers,Hooking,Minor,2,8476456,8478519,Tampa Bay Lightning
2019020005,Tampa Bay Lightning,Florida Panthers,2332,4692,Tampa Bay Lightning,Hooking,Minor,2,8475167,8474149,Florida Panthers
2019020005,Tampa Bay Lightning,Florida Panthers,2332,4692,Florida Panthers,Interference,Minor,2,8478366,8475167,Tampa Bay Lightning
