gameID,homeTeam,awayTeam,ref1,ref2,offendingTeam,penaltyType,penaltySeverity,penaltyMinutes,penaltyOn,drewBy,drawnByTeam
2015020001,Toronto Maple Leafs,Montreal Canadians,2315,2490,Toronto Maple Leafs,Boarding,Minor,2,8473463,8474056,Montreal Canadians
2015020001,Toronto Maple Leafs,Montreal Canadians,2315,2490,Montreal Canadians,Roughing,Minor,2,8475758,8473463,Toronto Maple Leafs
2015020001,Toronto Maple Leafs,Montreal Canadians,2315,2490,Toronto Maple Leafs,Interference,Minor,2,8475172,8471296,Montreal Canadians
2015020001,Toronto Maple Leafs,Montreal Canadians,2315,2490,Montreal Canadians,Interference - Goalkeeper,Minor,2,8475848,8473541,Toronto Maple Leafs
2015020001,Toronto Maple Leafs,Montreal Canadians,2315,2490,Montreal Canadians,Tripping,Minor,2,8474189,8475172,Toronto Maple Leafs
2015020001,Toronto Maple Leafs,Montreal Canadians,2315,2490,Montreal Canadians,Interference,Minor,2,8471338,8473463,Toronto Maple Leafs
2015020002,Chicago Blackhawks,New York Rangers,2520,2458,New York Rangers,Hooking,Minor,2,8475692,8473604,Chicago Blackhawks
2015020002,Chicago Blackhawks,New York Rangers,2520,2458,Chicago Blackhawks,Roughing,Minor,2,8476381,8471735,New York Rangers
2015020002,Chicago Blackhawks,New York Rangers,2520,2458,New York Rangers,Cross checking,Minor,2,8471735,8476381,Chicago Blackhawks
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Calgary Flames,Fighting,Major,5,8475907,8473432,Vancouver Canucks
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Vancouver Canucks,Fighting,Major,5,8473432,8475907,Calgary Flames
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Calgary Flames,Hi-sticking,Minor,2,8468674,8471490,Vancouver Canucks
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Calgary Flames,Fighting,Major,5,8475650,8471283,Vancouver Canucks
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Vancouver Canucks,Fighting,Major,5,8471283,8475650,Calgary Flames
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Vancouver Canucks,Cross checking,Minor,2,8474579,8477935,Calgary Flames
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Calgary Flames,Boarding,Minor,2,8476462,8477500,Vancouver Canucks
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Vancouver Canucks,Interference - Goalkeeper,Minor,2,8470358,8471403,Calgary Flames
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Calgary Flames,Tripping,Minor,2,8476462,8477955,Vancouver Canucks
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Calgary Flames,Misconduct,Misconduct,10,8470162,,
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Vancouver Canucks,Misconduct,Misconduct,10,8471283,,
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Vancouver Canucks,Misconduct,Misconduct,10,8473432,,
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Calgary Flames,Misconduct,Misconduct,10,8475650,,
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Vancouver Canucks,Roughing,Minor,2,8474749,8477591,Calgary Flames
2015020003,Calgary Flames,Vancouver Canucks,2292,2297,Calgary Flames,Roughing,Minor,2,8477591,8474749,Vancouver Canucks
2015020004,Los Angeles Kings,San Jose Sharks,2450,2286,Los Angeles Kings,Fighting,Major,5,8475160,8471371,San Jose Sharks
2015020004,Los Angeles Kings,San Jose Sharks,2450,2286,San Jose Sharks,Fighting,Major,5,8471371,8475160,Los Angeles Kings
2015020004,Los Angeles Kings,San Jose Sharks,2450,2286,San Jose Sharks,Slashing,Minor,2,8476624,8473453,Los Angeles Kings
2015020004,Los Angeles Kings,San Jose Sharks,2450,2286,Los Angeles Kings,Tripping,Minor,2,8468483,8474053,San Jose Sharks
2015020004,Los Angeles Kings,San Jose Sharks,2450,2286,Los Angeles Kings,Closing hand on puck,Minor,2,8476406,,
